geo
"[34.41653012, -118.54254988]"
"[47.035964, -122.904799]"
"[29.08936442, -110.98676205]"
"[38.34, -122.71]"
"[41.26328482, -95.96433606]"
"[41.4074, -81.7841]"
"[38.75808, -121.2617]"
"[34.10086, -118.33578]"
"[34.03052, -117.6676]"
"[40.7660016, -73.9765709]"
"[38.55884, -121.3796]"
"[39.80554736, -89.64494239]"
"[32.74804916, -97.09263762]"
"[45.5361315, -122.4754003]"
"[33.1353, -117.19]"
"[35.0909199, -85.18403]"
"[34.42202, -119.70221]"
"[37.7249296, -122.1560768]"
"[34.9334298, -95.7697131]"
"[43.86540485, -69.62853148]"
"[32.79782778, -117.24031389]"
"[44.9678041, -93.0733951]"
"[41.62374255, -73.39728934]"
"[30.57281275, -85.12664547]"
"[27.7981963, -97.0901403]"
"[32.8107717, -79.8627849]"
"[34.30817115, -118.44440163]"
"[41.17482166, -95.9920121]"
"[42.4172428, -83.2410099]"
"[47.61, -122.33]"
"[34.04658747, -118.43014506]"
"[33.9842768, -88.488099]"
"[45.43, -122.77]"
"[36.23242312, -115.29543772]"
"[35.1059, -106.59352]"
"[33.84893, -84.365]"
"[35.15985, -80.88607]"
"[33.98, -118.46468]"
"[37.9357576, -122.3477486]"
"[40.566667, -73.883333]"
"[40.79400658, -73.97466719]"
"[41.5723305, -81.5149002]"
"[34.048351, -118.2943]"
"[36.83599704, -119.81019984]"
"[39.9495483, -75.14388137]"
"[40.7485413, -73.9857577]"
"[34.0522, -118.243]"
"[32.7839277, -117.0071107]"
"[42.39233, -82.98263]"
"[37.7749295, -122.4194155]"
"[33.7700504, -118.1937395]"
"[40.6781784, -73.9441579]"
"[45.4017106, -122.7335336]"
"[34.176174, -118.321205]"
"[40.68290947, -73.97567678]"
"[29.42318839, -98.48413766]"
"[35.3237529, -80.78163758]"
"[40.7142, -74.0064]"
"[33.7378486, -84.420197]"
"[41.43160532, -74.16785738]"
"[34.037168, -118.256404]"
"[40.5881, -73.79991]"
"[39.69395438, -84.10262704]"
"[42.0139, -71.230169]"
"[36.1699412, -115.1398296]"
"[45.52069482, -73.57579056]"
"[32.7357764, -97.1575381]"
"[40.73058157, -74.00009349]"
"[40.75805556, -73.98666667]"
"[37.61697678, -122.38427689]"
"[36.12083333, -115.17222222]"
"[35.75598, -78.5995]"
"[45.52, -122.682]"
"[35.91323189, -79.05621439]"
"[26.46166722, -80.06944386]"
"[39.52069232, -105.25145232]"
"[32.811745, -96.813301]"
"[41.8369, -87.6844]"
"[25.12053703, -80.41486632]"
"[33.449407, -86.824344]"
"[40.54772764, -74.33553236]"
"[38.5628286, -121.3532061]"
"[42.3636049, -71.1015935]"
"[34.11722, -118.26223]"
"[38.93085999, -76.9670055]"
"[40.82698178, -73.92100957]"
"[38.6270025, -90.1994042]"
"[45.527946, -122.658627]"
"[34.1295, -117.293]"
"[45.467264, -122.692617]"
"[45.469192, -122.499144]"
"[45.466818, -122.7093]"
"[43.65840818, -79.37665299]"
"[41.3111, -72.9231]"
"[25.76, -80.4]"
"[40.4313474, -80.0505398]"
"[34.0522342, -118.2436849]"
"[46.5, -87.17]"
"[40.8859325, -74.0434736]"
"[40.9389441, -81.676238]"
"[28.3179, -81.5412]"
"[39.04731985, -76.93785106]"
"[33.7982785, -84.41035031]"
"[42.34847, -71.0857599]"
"[37.3456227, -121.8847222]"
"[33.15092, -117.19176]"
"[34.0644608, -80.9577942]"
"[37.7578325, -121.4663527]"
"[39.06761, -108.56676]"
"[38.7524, -121.289]"
"[32.7833, -96.8]"
"[41.3271927, -96.14438]"
"[38.80456, -77.0442]"
"[47.6101497, -122.2015159]"
"[39.43, -84.17]"
"[33.2452, -86.5287]"
"[40.7719, -73.9306]"
"[34.15683, -118.48987]"
"[32.77564, -96.80361]"
"[37.3041, -121.873]"
"[41.2501971, -96.2585599]"
"[37.7527982, -100.0170787]"
"[33.9022367, -118.081733]"
"[47.6062095, -122.3320708]"
"[30.61640378, -87.87544492]"
"[47.6062095, -122.3320708]"
"[40.75839, -73.98644]"
"[36.00141, -78.947156]"
"[36.175, -115.136]"
"[40.88388889, -111.85]"
"[45.57547, -73.78628]"
"[34.5506923, -82.6751562]"
"[30.26059, -98.87177]"
"[37.9410341, -121.9357925]"
"[40.71793, -73.98542]"
"[27.9709, -82.4646]"
"[29.41930724, -98.48760599]"
"[40.0029, -75.0689]"
"[34.04345447, -118.26691043]"
"[35.146, -90.058]"
"[39.566387, -104.90693]"
"[29.9728, -90.059]"
"[25.72640332, -100.21461313]"
"[29.54723155, -95.01892825]"
"[43.7166, -79.3407]"
"[42.9047, -78.8494]"
"[40.29, -74.15]"
"[26.5140922, -78.64724577]"
"[42.91331482, -78.76292422]"
"[34.1183747, -117.829039]"
"[47.6152474, -122.3497446]"
"[46.604349, -120.5171544]"
"[36.7698666, -108.1662605]"
"[40.73925, -73.79285]"
"[42.58269195, -71.00476304]"
"[34.08565268, -118.31485421]"
"[40.7406, -74.2189]"
"[40.5297, -80.0343]"
"[41.88835, -87.62881]"
"[34.03052, -117.6676]"
"[45.5230622, -122.6764816]"
"[34.0534899, -118.24532]"
"[25.6714, -100.309]"
"[40.7142, -74.0064]"
"[41.7, -71.6833]"
"[29.8421551, -97.9737673]"
"[42.1976, -83.1926]"
"[43.6673, -79.2971]"
"[36.3257, -82.3696]"
"[40.0, -74.5]"
"[40.72941, -73.9960399]"
"[42.3314, -83.0458]"
"[25.6567, -100.4]"
"[38.85259, -77.04251594]"
"[40.75929386, -73.96807675]"
"[28.3756625, -81.5494125]"
"[25.95802538, -80.239259]"
"[36.94478938, -84.09718776]"
"[38.8951, -77.0367]"
"[40.0823184, -82.9908498]"
"[29.7604267, -95.3698028]"
"[40.2731911, -76.8867008]"
"[38.882584, -77.1124701]"
"[38.9338676, -77.1772604]"
"[33.8469812, -117.9541894]"
"[42.3182475, -88.2793253]"
"[34.0372548, -84.4611267]"
"[26.2463, -80.2123]"
"[33.5881628, -101.8921657]"
"[41.5723305, -81.5149002]"
"[46.135814, -122.9381958]"
"[39.0042, -77.019]"
"[34.1466467, -118.8073729]"
"[40.73440932, -73.99382953]"
"[43.4720299, -80.53761]"
"[40.635292, -74.167137]"
"[42.36589179, -71.06189341]"
"[39.9437218, -82.8161926]"
"[47.9161, -122.303]"
"[25.95793374, -80.23884058]"
"[39.93413, -75.25123]"
"[40.72941, -73.9960399]"
"[34.419273, -119.7045512]"
"[40.6262, -75.3757]"
"[40.7253319, -74.0054946]"
"[33.746102, -84.336017]"
"[26.14909, -80.20693]"
"[40.7989, -74.4785]"
"[45.46996071, -122.50661061]"
"[29.4617734, -98.6899611]"
"[33.95658, -118.12842]"
"[36.0748066, -79.4904683]"
"[40.7081703, -73.9996475]"
"[42.19975477, -71.01306382]"
"[40.71793, -73.98542]"
"[34.0137227, -118.2833521]"
"[38.92967, -77.06955]"
"[29.741878, -95.38944]"
"[41.49662625, -81.68798974]"
"[43.23810341, -79.93668373]"
"[33.0, -83.5]"
"[47.24976, -122.49064]"
"[33.4125214, -111.8694305]"
"[25.64213734, -100.28694874]"
"[40.76482765, -73.97644579]"
"[38.8951, -77.0367]"
"[33.3631, -97.1762]"
"[41.99927874, -87.68991832]"
"[37.8393332, -84.2700179]"
"[42.53, -83.78]"
"[42.5, -83.19]"
"[33.80594444, -84.14542222]"
"[34.0522, -118.243]"
"[41.5723305, -81.5149002]"
"[25.12053795, -80.41486763]"
"[45.3219, -93.599]"
"[38.9198914, -76.9724197]"
"[34.1295, -117.293]"
"[35.52211, -97.56568]"
"[43.04052111, -87.92113942]"
"[33.57224, -112.0996]"
"[25.66486322, -100.31078122]"
"[40.7142, -74.0064]"
"[38.3538, -121.973]"
"[41.36516, -72.10541]"
"[29.7629, -95.3832]"
"[40.71679758, -74.00873327]"
"[33.844, -117.96255]"
"[25.7330118, -80.3307309]"
"[37.5407246, -77.4360481]"
"[47.2528768, -122.4442906]"
"[47.6064, -122.331]"
"[45.5110206, -122.6767276]"
"[34.1808392, -118.3089661]"
"[38.85259, -77.04251594]"
"[33.6873912, -117.988285]"
"[40.82698178, -73.92100957]"
"[43.70143588, -79.38994492]"
"[41.87979, -87.63051]"
"[32.78372, -96.78319]"
"[37.7668, -122.391]"
"[38.8951, -77.0367]"
"[32.73262167, -117.19831007]"
"[39.4123, -76.4158]"
"[40.12181, -74.04666]"
"[33.8847361, -118.4109089]"
"[39.8680412, -104.9719243]"
"[26.3683064, -80.1289321]"
"[37.5933918, -122.0438298]"
"[39.768403, -86.158068]"
"[37.7749295, -122.4194155]"
"[35.3406479, -119.0430599]"
"[40.7352, -74.1849]"
"[40.76530647, -73.98747066]"
"[41.75478886, -87.81075613]"
"[40.7042, -73.9178]"
"[40.3757647, -74.0893003]"
"[28.62203838, -106.11434793]"
"[35.4634, -97.51497]"
"[30.71251844, -94.93072877]"
"[40.7142, -74.0064]"
"[34.0701849, -117.5528332]"
"[40.7078, -74.0119]"
"[42.3, -71.8]"
"[34.4400287, -118.5914696]"
"[25.9501735, -80.1416894]"
"[33.32046797, -111.96779941]"
"[38.57319155, -121.47359975]"
"[34.0522, -118.243]"
"[47.2528768, -122.4442906]"
"[32.555556, -117.0470434]"
"[39.1969804, -120.2357055]"
"[35.1185868, -120.5907252]"
"[40.737827, -73.851943]"
"[40.75725, -73.98989]"
"[40.737827, -73.851943]"
"[40.737827, -73.851943]"
"[40.74719, -73.97223]"
"[28.32346, -80.60917]"
"[41.62374255, -73.39728934]"
"[41.4978399, -81.70253]"
"[38.3048, -122.299]"
"[37.7749295, -122.4194155]"
"[38.85259, -77.04251594]"
"[33.61580826, -117.8756213]"
"[26.00828111, -80.15388989]"
"[43.21236313, -78.46951108]"
"[34.0522342, -118.2436849]"
"[34.0778901, -117.5769895]"
"[44.765459, -93.2760916]"
"[38.98962061, -77.09790178]"
"[43.148016, -87.93020569]"
"[32.7766642, -96.7969879]"
"[42.020564, -71.008706]"
"[34.0536, -118.243]"
"[33.224863, -97.145341]"
"[33.60136452, -78.99327446]"
"[34.09762, -118.34993]"
"[40.73679333, -74.03535346]"
"[40.88744863, -72.38849801]"
"[42.19205871, -88.10985477]"
"[40.9389441, -81.676238]"
"[34.1336186, -117.9075627]"
"[37.7840568, -122.4041206]"
"[39.998, -75.1448]"
"[34.187044, -118.3812562]"
"[39.674364, -75.697388]"
"[39.7909, -86.1477]"
"[33.6588951, -117.8282121]"
"[32.7678287, -117.0230839]"
"[40.12950852, -75.39907671]"
"[32.715738, -117.1610838]"
"[40.05459583, -83.06798413]"
"[33.39081945, -111.71769892]"
"[26.158469, -80.3255512]"
"[40.635292, -74.167137]"
"[40.7595926, -73.7727832]"
"[40.95833333, -75.91638889]"
"[25.95762, -80.23856]"
"[41.97792794, -87.66854056]"
"[40.7077025, -74.0080525]"
"[44.957939, -93.4307587]"
"[42.9357625, -122.2756415]"
"[30.0541, -95.387]"
"[41.91412267, -87.68279105]"
"[38.74005677, -77.06103331]"
"[33.8868, -118.354]"
"[39.76815321, -86.15844318]"
"[34.4720451, -117.3099481]"
"[47.400902, -121.490494]"
"[33.02902, -96.8092999]"
"[44.35301, -121.13552]"
"[34.0522342, -118.2436849]"
"[47.7009948, -117.4117014]"
"[37.784827, -122.727802]"
"[33.57726731, -117.76115623]"
"[40.7352, -74.1849]"
"[38.89511111, -77.03666667]"
"[39.0896728, -84.5120096]"
"[37.781157, -122.39872]"
"[45.533645, -122.619786]"
"[36.1922841, -115.1592718]"
"[45.526553, -122.653581]"
"[45.560443, -122.661175]"
"[36.40235615, -93.73743296]"
"[45.490034, -122.598358]"
"[36.1922841, -115.1592718]"
"[39.0709, -84.3647]"
"[40.7142, -74.0064]"
"[45.45844525, -75.64395022]"
"[31.77865, -106.3926]"
"[45.532582, -122.653506]"
"[42.9047, -78.8494]"
"[40.04566936, -83.11226819]"
"[38.19685239, -84.80986158]"
"[28.0341847, -82.6650992]"
"[43.38064, -95.18512]"
"[40.87763493, -74.30081176]"
"[37.2536661, -121.8016967]"
"[43.65082658, -79.35961246]"
"[39.998, -75.1448]"
"[40.3499, -75.9795]"
"[41.48863433, -90.42167907]"
"[37.3041, -121.873]"
"[35.0652, -80.8457]"
"[30.238098, -97.716444]"
"[38.85259, -77.04251594]"
"[29.49777, -98.47948]"
"[34.11722, -118.26223]"
"[29.34135702, -100.95637842]"
"[25.6567, -100.4]"
"[34.0415309, -118.2551963]"
"[37.0057816, -121.5682751]"
"[41.5583, -73.0369]"
"[33.64174822, -117.19131782]"
"[38.440429, -122.7140548]"
"[37.9577016, -121.2907796]"
"[47.642698, -122.136823]"
"[37.5400968, -77.4304372]"
"[38.303184, -77.46054]"
"[28.35177, -81.60279]"
"[40.7556, -73.8858]"
"[37.9685571, -122.0712865]"
"[32.8253056, -117.1404041]"
"[39.94979, -75.16056]"
"[40.7299418, -73.59867811]"
"[45.50080237, -122.80676969]"
"[40.6593, -111.5]"
"[34.749176, -82.01665]"
"[27.5115153, -81.49298821]"
"[31.0, -92.0]"
"[39.13333333, -84.5]"
"[35.4675602, -97.5164276]"
"[41.0, -77.5]"
"[41.7079956, -83.5658862]"
"[37.7785, -122.417]"
"[41.8369, -87.6844]"
"[42.33187961, -83.05042077]"
"[27.49599747, -82.58875879]"
"[38.63, -121.33]"
"[43.722, -79.388]"
"[42.4663, -93.8206]"
"[36.0823835, -115.17267141]"
"[25.660844, -100.366392]"
"[37.60677129, -122.06379846]"
"[40.4313474, -80.0505398]"
"[40.5879323, -122.3555321]"
"[28.3702539, -81.5209851]"
"[39.4062639, -123.8095571]"
"[38.8271089, -94.7898731]"
"[29.8421551, -97.9737673]"
"[42.0686461, -80.0928888]"
"[45.0247, -84.6767]"
"[41.561061, -70.585884]"
"[41.8781136, -87.6297982]"
"[42.732535, -84.5555347]"
"[40.7142, -74.0064]"
"[40.7268084, -73.953061]"
"[42.5836, -82.8292]"
"[40.74141, -74.03112]"
"[40.7142, -74.0064]"
"[44.53027582, -72.78108108]"
"[43.76251, -79.41149]"
"[32.427516, -81.77923827]"
"[38.95361111, -120.09388889]"
"[34.7003771, -85.7646772]"
"[41.3193714, -81.645034]"
"[32.8297735, -79.8309715]"
"[36.80807, -119.81941]"
"[34.24712117, -119.210651]"
"[31.76, -106.51]"
"[47.64298, -117.4891]"
"[39.3639, -76.4525]"
"[38.991195, -77.038171]"
"[30.4582829, -91.1403196]"
"[36.0256, -95.95051]"
"[40.72296, -74.04805]"
"[39.9253, -82.91756]"
"[26.07, -80.11305556]"
"[43.148016, -87.93020569]"
"[34.0522, -118.243]"
"[33.45146, -82.19962]"
"[33.9415, -118.302]"
"[40.86903407, -73.12844748]"
"[44.22073, -76.50597]"
"[47.7547532, -122.161378]"
"[35.5, -80.0]"
"[25.766156, -80.132926]"
"[38.54971465, -90.41546193]"
"[36.08250036, -115.14687196]"
"[33.50824128, -112.23843366]"
"[28.5519953, -81.34317175]"
"[47.661688, -122.317973]"
"[40.759327, -73.966823]"
"[43.7166, -79.3407]"
"[41.136543, -81.483665]"
"[28.5962, -81.3465]"
"[34.15694444, -118.325]"
"[34.01038195, -118.08075701]"
"[39.6374919, -84.2486732]"
"[34.727083, -76.748121]"
"[29.4167, -98.5]"
"[44.9612, -89.6388]"
"[45.78, -66.4769]"
"[26.00819759, -80.15385252]"
"[40.64338276, -73.78217411]"
"[40.113, -88.2612]"
"[35.101078, -89.8025055]"
"[40.0, -74.5]"
"[47.609512, -122.337906]"
"[36.0433913, -86.71624664]"
"[36.1191788, -115.15474089]"
"[33.76862422, -84.74461895]"
"[29.875016, -92.218675]"
"[33.489174, -84.174462]"
"[45.5, -73.5833]"
"[34.29, -118.88]"
"[47.7018855, -122.6211818]"
"[40.4313474, -80.0505398]"
"[33.54, -84.36]"
"[38.3, -122.28]"
"[39.6435252, -106.3822692]"
"[33.77360931, -84.66319646]"
"[33.6447519, -117.6845508]"
"[37.5486846, -121.9870452]"
"[46.0819562, -118.3152699]"
"[47.6776832, -116.7804664]"
"[41.49662625, -81.68798974]"
"[39.64093417, -88.74209662]"
"[37.784827, -122.727802]"
"[42.2756, -82.9556]"
"[39.24222222, -121.05444444]"
"[37.47361111, -84.51194444]"
"[38.5815719, -121.4943996]"
"[47.7366, -117.4114]"
"[29.7629, -95.3832]"
"[39.32879, -76.628604]"
"[41.91343, -87.6479899]"
"[43.07472222, -89.38444444]"
"[36.12083333, -115.17222222]"
"[40.7614456, -73.990679]"
"[29.75010819, -95.32136321]"
"[34.0, -81.0]"
"[40.72104, -73.77541]"
"[33.7333999, -80.4688431]"
"[40.76916667, -73.96555556]"
"[45.48708, -122.77692]"
"[47.5673202, -122.6329356]"
"[42.2072995, -121.7580888]"
"[29.957203, -90.063067]"
"[34.2694474, -118.781482]"
"[29.73435, -95.42081]"
"[39.31910153, -76.61967427]"
"[40.525278, -74.441111]"
"[30.6795, -88.1033]"
"[34.050709, -118.2498275]"
"[38.85259, -77.04251594]"
"[33.809466, -117.918916]"
"[43.58, -116.57]"
"[40.76437, -73.99179]"
"[33.75264683, -118.19049435]"
"[39.83030178, -75.44040352]"
"[46.0, -66.0]"
"[33.8158, -85.7605]"
"[36.6002378, -121.8946761]"
"[33.567, -86.726]"
"[47.9417388, -122.2334664]"
"[38.5229229, -77.2900787]"
"[30.1774, -95.5038]"
"[29.68563, -82.428126]"
"[41.9254823, -87.6812349]"
"[45.2998418, -122.7737062]"
"[35.23699886, -80.88136308]"
"[40.732101, -73.925399]"
"[40.732101, -73.925399]"
"[25.66486322, -100.31078122]"
"[45.45, -73.8667]"
"[33.9424658, -117.2296717]"
"[41.90133621, -87.6633439]"
"[38.25737, -85.75233]"
"[32.58692, -96.94806]"
"[39.0, -76.7]"
"[36.8102885, -75.97978544]"
"[42.53696, -83.03749]"
"[33.8362, -117.89]"
"[42.34129029, -71.11050277]"
"[37.7749295, -122.4194155]"
"[42.34679396, -71.07706612]"
"[37.7749295, -122.4194155]"
"[37.30981514, -121.85161595]"
"[37.2528, -113.367]"
"[33.4862304, -112.0689747]"
"[33.6189101, -117.9289469]"
"[36.1155024, -115.3001838]"
"[47.6062095, -122.3320708]"
"[34.0522, -118.243]"
"[39.6748, -123.489]"
"[35.98886211, -115.20337582]"
"[33.7489, -84.3881]"
"[28.370948, -81.51629]"
"[42.4487679, -87.8276658]"
"[25.77813, -80.13143]"
"[35.78309, -78.6354999]"
"[40.71928031, -73.93887088]"
"[38.85259, -77.04251594]"
"[40.7142, -74.0064]"
"[43.65004, -79.43391]"
"[43.06721, -87.90251]"
"[47.7366, -117.4114]"
"[33.1796684, -117.3270187]"
"[40.7406616, -74.0067978]"
"[25.45086997, -100.85191727]"
"[44.519159, -88.019826]"
"[41.1294, -81.6181]"
"[34.1083449, -117.2897652]"
"[37.3382082, -121.8863286]"
"[33.7444613, -118.3870173]"
"[34.0778901, -117.5769895]"
"[33.0489, -97.4675]"
"[26.004113, -80.149191]"
"[25.6714, -100.309]"
"[29.7629, -95.3832]"
"[35.1258, -117.985]"
"[33.88479458, -84.3545219]"
"[26.273, -80.18386]"
"[41.8415857, -71.4527749]"
"[30.3736, -91.1138]"
"[39.53577176, -76.26507215]"
"[37.5497, -121.9621]"
"[43.653226, -79.3831843]"
"[32.715738, -117.1610838]"
"[34.1819, -118.455]"
"[34.2358, -84.9447]"
"[40.7142, -74.0064]"
"[37.3041, -121.873]"
"[39.7392, -104.984]"
"[33.4887169, -112.3450156]"
"[40.2297, -74.6731]"
"[40.81791696, -96.71217325]"
"[33.98, -118.09]"
"[25.79264112, -100.57422881]"
"[42.47768, -82.98906]"
"[33.5016237, -86.8072106]"
"[35.1107, -106.61]"
"[45.6779, -111.047]"
"[36.1409, -95.97417]"
"[37.18756, -93.26022]"
"[39.69583, -74.25333]"
"[40.7142, -74.0064]"
"[41.43159344, -74.16776366]"
"[47.6587802, -117.4260466]"
"[42.3182475, -88.2793253]"
"[47.2164165, -122.4678568]"
"[47.29883141, -122.30883052]"
"[34.3058279, -118.4571974]"
"[33.79786, -118.17706]"
"[35.625556, -78.328611]"
"[25.98666667, -80.14611111]"
"[40.7142, -74.0064]"
"[35.035385, -85.314574]"
"[38.581572, -121.4944]"
"[38.440429, -122.7140548]"
"[25.8036308, -80.1962738]"
"[45.5076, -73.5608]"
"[26.124354, -80.249503]"
"[37.75083887, -122.20211411]"
"[29.6579399, -82.3937683]"
"[33.72425628, -118.2881949]"
"[33.80088656, -111.92375498]"
"[34.07090912, -84.27669752]"
"[40.60032309, -74.14292722]"
"[33.12704, -117.1048]"
"[29.6093, -98.4777]"
"[33.9182143, -117.4546256]"
"[33.77360931, -84.66319646]"
"[36.1038157, -115.2071489]"
"[30.421278, -91.136135]"
"[45.2553, -75.9275]"
"[31.14008628, -81.37725898]"
"[40.76284294, -73.97574565]"
"[37.621964, -122.39534]"
"[37.3813444, -122.1802812]"
"[33.20477664, -117.38983931]"
"[28.4505, -81.4892]"
"[40.82051647, -73.93679695]"
"[33.94089376, -118.40688086]"
"[45.5, -73.5833]"
"[41.89972222, -87.65]"
"[40.73759, -73.9927]"
"[44.02381, -79.44512]"
"[38.113, -122.236]"
"[35.21979736, -80.94429753]"
"[37.781157, -122.39872]"
"[34.0704894, -118.4013825]"
"[45.5333218, -122.5606195]"
"[33.8886259, -117.8131125]"
"[33.96951989, -118.417763]"
"[25.86063, -80.32606]"
"[34.0181, -118.341]"
"[34.7003771, -85.7646772]"
"[42.0700664, -88.212903]"
"[40.75, -111.883]"
"[32.5407619, -94.7533488]"
"[43.0708323, -77.6122066]"
"[33.4887167, -112.3450101]"
"[45.5289817, -122.8689286]"
"[46.80547328, -71.21764845]"
"[36.1028, -80.2605]"
"[32.705, -97.1228]"
"[40.7, -73.95]"
"[30.2672, -97.7639]"
"[38.991194, -77.038175]"
"[40.7878, -74.0143]"
"[40.743, -73.986]"
"[40.71249, -74.00628]"
"[28.4505, -81.4892]"
"[30.27593847, -97.7529183]"
"[27.8553424, -82.7367651]"
"[34.05516823, -118.44177808]"
"[29.92394, -90.1074]"
"[44.98, -93.2636]"
"[35.07, -106.65]"
"[40.2816551, -74.0037578]"
"[42.64117597, -73.75575218]"
"[41.09968, -73.54782]"
"[28.513998, -81.456766]"
"[33.995124, -118.46961]"
"[40.7142, -74.0064]"
"[38.95, -77.07]"
"[35.59483, -82.55524]"
"[47.7022283, -122.3441163]"
"[37.7749295, -122.4194155]"
"[29.5183138, -98.496294]"
"[27.950575, -82.4571776]"
"[38.85259, -77.04251594]"
"[47.69052858, -122.32310645]"
"[33.82266465, -118.33549714]"
"[30.4502, -86.6188]"
"[39.77371, -104.90177]"
"[40.8326, -74.005]"
"[25.7735021, -100.2569336]"
"[41.6185, -87.044]"
"[27.7981963, -97.0901403]"
"[34.0775, -118.475]"
"[45.5166, -122.656]"
"[40.7142, -74.0064]"
"[35.1637, -89.7936]"
"[26.00819759, -80.15385252]"
"[33.5248, -86.8127]"
"[38.8991, -77.029]"
"[39.2833, -76.575]"
"[25.51123976, -80.40610332]"
"[25.70966537, -100.22962414]"
"[34.10672, -118.33032]"
"[40.7142, -74.0064]"
"[32.909903, -97.31605]"
"[37.5778696, -122.34809]"
"[33.7455731, -117.8678338]"
"[32.8707324, -96.7759068]"
"[38.3538, -121.973]"
"[43.76251, -79.41149]"
"[36.48863024, -119.72972051]"
"[42.24801724, -71.17233291]"
"[29.76, -95.37]"
"[46.0, -66.0]"
"[33.89666667, -118.225]"
"[38.2472271, -104.6439881]"
"[40.7614456, -73.990679]"
"[40.74235, -73.99884]"
"[30.269608, -97.736347]"
"[38.7849576, -76.9052791]"
"[40.7718, -73.9301]"
"[38.8812, -77.0164]"
"[33.7739053, -117.9414477]"
"[31.55138889, -97.15583333]"
"[32.97277, -80.04264]"
"[29.7857853, -95.8243956]"
"[25.70300083, -100.23150618]"
"[39.7472386, -121.8417173]"
"[47.2528768, -122.4442906]"
"[36.1061525, -115.1744604]"
"[33.05433414, -96.68444895]"
"[37.54996653, -122.31491209]"
"[37.54996653, -122.31491209]"
"[34.28665522, -118.45899658]"
"[38.8991, -77.029]"
"[40.179081, -76.1775665]"
"[41.97545815, -91.60963738]"
